chromosome	start	end	K-specific NDR	center
chr11	75445136	75447136	COAD-specific NDR	75446136
chr11	75496583	75498583	COAD-specific NDR	75497583
chr11	75661741	75663741	COAD-specific NDR	75662741
chr11	75859392	75861392	COAD-specific NDR	75860392
chr11	76079596	76081596	COAD-specific NDR	76080596
chr11	76264126	76266126	COAD-specific NDR	76265126
chr11	76303237	76305237	COAD-specific NDR	76304237
chr11	76456101	76458101	COAD-specific NDR	76457101
chr11	76549621	76551621	COAD-specific NDR	76550621
chr11	76673113	76675113	COAD-specific NDR	76674113
chr11	76759301	76761301	COAD-specific NDR	76760301
chr11	76771455	76773455	COAD-specific NDR	76772455
chr11	76785743	76787743	COAD-specific NDR	76786743
chr11	76798857	76800857	COAD-specific NDR	76799857
chr11	76805964	76807964	COAD-specific NDR	76806964
chr11	77084988	77086988	COAD-specific NDR	77085988
chr11	77103036	77105036	COAD-specific NDR	77104036
chr11	77107855	77109855	COAD-specific NDR	77108855
chr11	77177439	77179439	COAD-specific NDR	77178439
chr11	77182006	77184006	COAD-specific NDR	77183006
chr11	77217045	77219045	COAD-specific NDR	77218045
chr11	77225643	77227643	COAD-specific NDR	77226643
chr11	77800735	77802735	COAD-specific NDR	77801735
chr11	78059253	78061253	COAD-specific NDR	78060253
chr11	78153069	78155069	COAD-specific NDR	78154069
chr11	78161592	78163592	COAD-specific NDR	78162592
chr11	78491151	78493151	COAD-specific NDR	78492151
chr11	80060779	80062779	COAD-specific NDR	80061779
chr11	80234595	80236595	COAD-specific NDR	80235595
chr11	80239982	80241982	COAD-specific NDR	80240982
chr11	80313700	80315700	COAD-specific NDR	80314700
chr11	80410055	80412055	COAD-specific NDR	80411055
chr11	80750156	80752156	COAD-specific NDR	80751156
chr11	80957183	80959183	COAD-specific NDR	80958183
chr11	82653679	82655679	COAD-specific NDR	82654679
chr11	82707488	82709488	COAD-specific NDR	82708488
chr11	82765301	82767301	COAD-specific NDR	82766301
chr11	82861834	82863834	COAD-specific NDR	82862834
chr11	84543886	84545886	COAD-specific NDR	84544886
chr11	84907218	84909218	COAD-specific NDR	84908218
chr11	85453227	85455227	COAD-specific NDR	85454227
chr11	85455852	85457852	COAD-specific NDR	85456852
chr11	85466990	85468990	COAD-specific NDR	85467990
chr11	85484954	85486954	COAD-specific NDR	85485954
chr11	85490530	85492530	COAD-specific NDR	85491530
chr11	85498035	85500035	COAD-specific NDR	85499035
chr11	85501602	85503602	COAD-specific NDR	85502602
chr11	85509415	85511415	COAD-specific NDR	85510415
chr11	85523971	85525971	COAD-specific NDR	85524971
chr11	85531857	85533857	COAD-specific NDR	85532857
chr11	85840042	85842042	COAD-specific NDR	85841042
chr11	85844914	85846914	COAD-specific NDR	85845914
chr11	86218961	86220961	COAD-specific NDR	86219961
chr11	86221277	86223277	COAD-specific NDR	86222277
chr11	86262026	86264026	COAD-specific NDR	86263026
chr11	86293135	86295135	COAD-specific NDR	86294135
chr11	86373976	86375976	COAD-specific NDR	86374976
chr11	86384517	86386517	COAD-specific NDR	86385517
chr11	86386342	86388342	COAD-specific NDR	86387342
chr11	86497281	86499281	COAD-specific NDR	86498281
chr11	88315628	88317628	COAD-specific NDR	88316628
chr11	88398762	88400762	COAD-specific NDR	88399762
chr11	88534087	88536087	COAD-specific NDR	88535087
chr11	89004838	89006838	COAD-specific NDR	89005838
chr11	89339257	89341257	COAD-specific NDR	89340257
chr11	89381385	89383385	COAD-specific NDR	89382385
chr11	91435374	91437374	COAD-specific NDR	91436374
chr11	91535313	91537313	COAD-specific NDR	91536313
chr11	91604152	91606152	COAD-specific NDR	91605152
chr11	92027560	92029560	COAD-specific NDR	92028560
chr11	92680492	92682492	COAD-specific NDR	92681492
chr11	92848847	92850847	COAD-specific NDR	92849847
chr11	93213754	93215754	COAD-specific NDR	93214754
chr11	93344184	93346184	COAD-specific NDR	93345184
chr11	93835858	93837858	COAD-specific NDR	93836858
chr11	93910683	93912683	COAD-specific NDR	93911683
chr11	94268728	94270728	COAD-specific NDR	94269728
chr11	94271754	94273754	COAD-specific NDR	94272754
chr11	94274750	94276750	COAD-specific NDR	94275750
chr11	94279255	94281255	COAD-specific NDR	94280255
chr11	94439772	94441772	COAD-specific NDR	94440772
chr11	94825323	94827323	COAD-specific NDR	94826323
chr11	94831198	94833198	COAD-specific NDR	94832198
chr11	94974976	94976976	COAD-specific NDR	94975976
chr11	95024297	95026297	COAD-specific NDR	95025297
chr11	95939719	95941719	COAD-specific NDR	95940719
chr11	96024989	96026989	COAD-specific NDR	96025989
chr11	97444024	97446024	COAD-specific NDR	97445024
chr11	99975915	99977915	COAD-specific NDR	99976915
chr11	100630697	100632697	COAD-specific NDR	100631697
chr11	100647023	100649023	COAD-specific NDR	100648023
chr11	101065184	101067184	COAD-specific NDR	101066184
chr11	101740409	101742409	COAD-specific NDR	101741409
chr11	101877479	101879479	COAD-specific NDR	101878479
chr11	102337234	102339234	COAD-specific NDR	102338234
chr11	102343501	102345501	COAD-specific NDR	102344501
chr11	104892916	104894916	COAD-specific NDR	104893916
chr11	105071073	105073073	COAD-specific NDR	105072073
chr11	105072822	105074822	COAD-specific NDR	105073822
chr11	105100524	105102524	COAD-specific NDR	105101524
chr11	107721812	107723812	COAD-specific NDR	107722812
chr11	108379096	108381096	COAD-specific NDR	108380096
chr11	108440955	108442955	COAD-specific NDR	108441955
chr11	108456597	108458597	COAD-specific NDR	108457597
chr11	108490762	108492762	COAD-specific NDR	108491762
chr11	109356106	109358106	COAD-specific NDR	109357106
chr11	109597970	109599970	COAD-specific NDR	109598970
chr11	109873343	109875343	COAD-specific NDR	109874343
chr11	109946520	109948520	COAD-specific NDR	109947520
chr11	110175474	110177474	COAD-specific NDR	110176474
chr11	110729912	110731912	COAD-specific NDR	110730912
chr11	111155768	111157768	COAD-specific NDR	111156768
chr11	111230111	111232111	COAD-specific NDR	111231111
chr11	111257228	111259228	COAD-specific NDR	111258228
chr11	111493577	111495577	COAD-specific NDR	111494577
chr11	111497451	111499451	COAD-specific NDR	111498451
chr11	111625974	111627974	COAD-specific NDR	111626974
chr11	111652051	111654051	COAD-specific NDR	111653051
chr11	111883337	111885337	COAD-specific NDR	111884337
chr11	111998411	112000411	COAD-specific NDR	111999411
chr11	112001560	112003560	COAD-specific NDR	112002560
chr11	112004460	112006460	COAD-specific NDR	112005460
chr11	112036440	112038440	COAD-specific NDR	112037440
chr11	112151708	112153708	COAD-specific NDR	112152708
chr11	113328151	113330151	COAD-specific NDR	113329151
chr11	113335705	113337705	COAD-specific NDR	113336705
chr11	113401053	113403053	COAD-specific NDR	113402053
chr11	113534964	113536964	COAD-specific NDR	113535964
chr11	113595793	113597793	COAD-specific NDR	113596793
chr11	113711614	113713614	COAD-specific NDR	113712614
chr11	113910742	113912742	COAD-specific NDR	113911742
chr11	114466431	114468431	COAD-specific NDR	114467431
chr11	114548049	114550049	COAD-specific NDR	114549049
chr11	114579892	114581892	COAD-specific NDR	114580892
chr11	114594825	114596825	COAD-specific NDR	114595825
chr11	114653773	114655773	COAD-specific NDR	114654773
chr11	115523863	115525863	COAD-specific NDR	115524863
chr11	115526575	115528575	COAD-specific NDR	115527575
chr11	116005777	116007777	COAD-specific NDR	116006777
chr11	116007577	116009577	COAD-specific NDR	116008577
chr11	116563450	116565450	COAD-specific NDR	116564450
chr11	116586569	116588569	COAD-specific NDR	116587569
chr11	116678033	116680033	COAD-specific NDR	116679033
chr11	117094591	117096591	COAD-specific NDR	117095591
chr11	117529291	117531291	COAD-specific NDR	117530291
chr11	117811238	117813238	COAD-specific NDR	117812238
chr11	117946646	117948646	COAD-specific NDR	117947646
chr11	117954196	117956196	COAD-specific NDR	117955196
chr11	118072577	118074577	COAD-specific NDR	118073577
chr11	118083754	118085754	COAD-specific NDR	118084754
chr11	118153155	118155155	COAD-specific NDR	118154155
chr11	118156926	118158926	COAD-specific NDR	118157926
chr11	118191239	118193239	COAD-specific NDR	118192239
chr11	118501403	118503403	COAD-specific NDR	118502403
chr11	119592347	119594347	COAD-specific NDR	119593347
chr11	119604704	119606704	COAD-specific NDR	119605704
chr11	119609847	119611847	COAD-specific NDR	119610847
chr11	119734088	119736088	COAD-specific NDR	119735088
chr11	119755713	119757713	COAD-specific NDR	119756713
chr11	119777002	119779002	COAD-specific NDR	119778002
chr11	119779810	119781810	COAD-specific NDR	119780810
chr11	120082896	120084896	COAD-specific NDR	120083896
chr11	120090991	120092991	COAD-specific NDR	120091991
chr11	120103276	120105276	COAD-specific NDR	120104276
chr11	120160854	120162854	COAD-specific NDR	120161854
chr11	120164968	120166968	COAD-specific NDR	120165968
chr11	120180761	120182761	COAD-specific NDR	120181761
chr11	120395631	120397631	COAD-specific NDR	120396631
chr11	120662217	120664217	COAD-specific NDR	120663217
chr11	121211543	121213543	COAD-specific NDR	121212543
chr11	121241878	121243878	COAD-specific NDR	121242878
chr11	121261853	121263853	COAD-specific NDR	121262853
chr11	121456615	121458615	COAD-specific NDR	121457615
chr11	123083165	123085165	COAD-specific NDR	123084165
chr11	123458015	123460015	COAD-specific NDR	123459015
chr11	123641654	123643654	COAD-specific NDR	123642654
chr11	125539280	125541280	COAD-specific NDR	125540280
chr11	125785655	125787655	COAD-specific NDR	125786655
chr11	126083943	126085943	COAD-specific NDR	126084943
chr11	126299712	126301712	COAD-specific NDR	126300712
chr11	126919257	126921257	COAD-specific NDR	126920257
chr11	128257230	128259230	COAD-specific NDR	128258230
chr11	128294113	128296113	COAD-specific NDR	128295113
chr11	128317608	128319608	COAD-specific NDR	128318608
chr11	128434945	128436945	COAD-specific NDR	128435945
chr11	128868195	128870195	COAD-specific NDR	128869195
chr11	128881936	128883936	COAD-specific NDR	128882936
chr11	128883194	128885194	COAD-specific NDR	128884194
chr11	128893102	128895102	COAD-specific NDR	128894102
chr11	129058769	129060769	COAD-specific NDR	129059769
chr11	129152222	129154222	COAD-specific NDR	129153222
chr11	129184788	129186788	COAD-specific NDR	129185788
chr11	129186605	129188605	COAD-specific NDR	129187605
chr11	129246802	129248802	COAD-specific NDR	129247802
chr11	129256001	129258001	COAD-specific NDR	129257001
chr11	129283253	129285253	COAD-specific NDR	129284253
chr11	129287182	129289182	COAD-specific NDR	129288182
chr11	129296470	129298470	COAD-specific NDR	129297470
chr11	129672689	129674689	COAD-specific NDR	129673689
chr11	129686751	129688751	COAD-specific NDR	129687751
chr11	129868427	129870427	COAD-specific NDR	129869427
chr11	130015400	130017400	COAD-specific NDR	130016400
chr11	130050713	130052713	COAD-specific NDR	130051713
chr11	130058882	130060882	COAD-specific NDR	130059882
chr11	130472559	130474559	COAD-specific NDR	130473559
chr11	134208892	134210892	COAD-specific NDR	134209892
chr12	611464	613464	COAD-specific NDR	612464
chr12	617169	619169	COAD-specific NDR	618169
chr12	618733	620733	COAD-specific NDR	619733
chr12	646028	648028	COAD-specific NDR	647028
chr12	1207553	1209553	COAD-specific NDR	1208553
chr12	1238613	1240613	COAD-specific NDR	1239613
chr12	1331312	1333312	COAD-specific NDR	1332312
chr12	1458646	1460646	COAD-specific NDR	1459646
chr12	1704366	1706366	COAD-specific NDR	1705366
chr12	1778884	1780884	COAD-specific NDR	1779884
chr12	1789502	1791502	COAD-specific NDR	1790502
chr12	2247274	2249274	COAD-specific NDR	2248274
chr12	2277150	2279150	COAD-specific NDR	2278150
chr12	2375132	2377132	COAD-specific NDR	2376132
chr12	2634698	2636698	COAD-specific NDR	2635698
chr12	2742162	2744162	COAD-specific NDR	2743162
chr12	2878242	2880242	COAD-specific NDR	2879242
chr12	2963466	2965466	COAD-specific NDR	2964466
chr12	3632066	3634066	COAD-specific NDR	3633066
chr12	3825903	3827903	COAD-specific NDR	3826903
chr12	3834820	3836820	COAD-specific NDR	3835820
chr12	3841328	3843328	COAD-specific NDR	3842328
chr12	4147068	4149068	COAD-specific NDR	4148068
chr12	4387443	4389443	COAD-specific NDR	4388443
chr12	4828337	4830337	COAD-specific NDR	4829337
chr12	5485201	5487201	COAD-specific NDR	5486201
chr12	5486291	5488291	COAD-specific NDR	5487291
chr12	5608484	5610484	COAD-specific NDR	5609484
chr12	5612077	5614077	COAD-specific NDR	5613077
chr12	5656901	5658901	COAD-specific NDR	5657901
chr12	5816835	5818835	COAD-specific NDR	5817835
chr12	5823478	5825478	COAD-specific NDR	5824478
chr12	6404563	6406563	COAD-specific NDR	6405563
chr12	6448283	6450283	COAD-specific NDR	6449283
chr12	6468452	6470452	COAD-specific NDR	6469452
chr12	6500904	6502904	COAD-specific NDR	6501904
chr12	6508215	6510215	COAD-specific NDR	6509215
chr12	6650587	6652587	COAD-specific NDR	6651587
chr12	6739861	6741861	COAD-specific NDR	6740861
chr12	6988971	6990971	COAD-specific NDR	6989971
chr12	7071291	7073291	COAD-specific NDR	7072291
chr12	7817556	7819556	COAD-specific NDR	7818556
chr12	10524303	10526303	COAD-specific NDR	10525303
chr12	10604899	10606899	COAD-specific NDR	10605899
chr12	10680329	10682329	COAD-specific NDR	10681329
chr12	10793581	10795581	COAD-specific NDR	10794581
chr12	10801903	10803903	COAD-specific NDR	10802903
chr12	10813074	10815074	COAD-specific NDR	10814074
chr12	11167636	11169636	COAD-specific NDR	11168636
chr12	11759796	11761796	COAD-specific NDR	11760796
chr12	11882335	11884335	COAD-specific NDR	11883335
chr12	11957869	11959869	COAD-specific NDR	11958869
chr12	11992504	11994504	COAD-specific NDR	11993504
chr12	12034431	12036431	COAD-specific NDR	12035431
chr12	12037686	12039686	COAD-specific NDR	12038686
chr12	12180040	12182040	COAD-specific NDR	12181040
chr12	12192027	12194027	COAD-specific NDR	12193027
chr12	12222783	12224783	COAD-specific NDR	12223783
chr12	12234176	12236176	COAD-specific NDR	12235176
chr12	12460682	12462682	COAD-specific NDR	12461682
chr12	12463546	12465546	COAD-specific NDR	12464546
chr12	12466165	12468165	COAD-specific NDR	12467165
chr12	12485504	12487504	COAD-specific NDR	12486504
chr12	12525350	12527350	COAD-specific NDR	12526350
chr12	12555677	12557677	COAD-specific NDR	12556677
chr12	12603229	12605229	COAD-specific NDR	12604229
chr12	12669864	12671864	COAD-specific NDR	12670864
chr12	12691490	12693490	COAD-specific NDR	12692490
chr12	12698559	12700559	COAD-specific NDR	12699559
chr12	12928320	12930320	COAD-specific NDR	12929320
chr12	12946201	12948201	COAD-specific NDR	12947201
chr12	12950613	12952613	COAD-specific NDR	12951613
chr12	12992001	12994001	COAD-specific NDR	12993001
chr12	13024420	13026420	COAD-specific NDR	13025420
chr12	13029415	13031415	COAD-specific NDR	13030415
chr12	13033629	13035629	COAD-specific NDR	13034629
chr12	13055996	13057996	COAD-specific NDR	13056996
chr12	13191710	13193710	COAD-specific NDR	13192710
chr12	13199328	13201328	COAD-specific NDR	13200328
chr12	13394004	13396004	COAD-specific NDR	13395004
chr12	13529074	13531074	COAD-specific NDR	13530074
chr12	13535405	13537405	COAD-specific NDR	13536405
chr12	13539201	13541201	COAD-specific NDR	13540201
chr12	13690285	13692285	COAD-specific NDR	13691285
chr12	13809400	13811400	COAD-specific NDR	13810400
chr12	13866113	13868113	COAD-specific NDR	13867113
chr12	13870431	13872431	COAD-specific NDR	13871431
chr12	13886879	13888879	COAD-specific NDR	13887879
chr12	13893294	13895294	COAD-specific NDR	13894294
chr12	14052867	14054867	COAD-specific NDR	14053867
chr12	14144764	14146764	COAD-specific NDR	14145764
chr12	14360217	14362217	COAD-specific NDR	14361217
chr12	14363915	14365915	COAD-specific NDR	14364915
chr12	14697881	14699881	COAD-specific NDR	14698881
chr12	14848583	14850583	COAD-specific NDR	14849583
chr12	14863059	14865059	COAD-specific NDR	14864059
chr12	14904113	14906113	COAD-specific NDR	14905113
chr12	14929354	14931354	COAD-specific NDR	14930354
chr12	15728362	15730362	COAD-specific NDR	15729362
chr12	15732605	15734605	COAD-specific NDR	15733605
chr12	15842010	15844010	COAD-specific NDR	15843010
chr12	15858129	15860129	COAD-specific NDR	15859129
chr12	15863243	15865243	COAD-specific NDR	15864243
chr12	15864861	15866861	COAD-specific NDR	15865861
chr12	15932578	15934578	COAD-specific NDR	15933578
chr12	15972187	15974187	COAD-specific NDR	15973187
chr12	16173880	16175880	COAD-specific NDR	16174880
chr12	16271781	16273781	COAD-specific NDR	16272781
chr12	18495807	18497807	COAD-specific NDR	18496807
chr12	18654549	18656549	COAD-specific NDR	18655549
chr12	19050612	19052612	COAD-specific NDR	19051612
chr12	19071993	19073993	COAD-specific NDR	19072993
chr12	19162183	19164183	COAD-specific NDR	19163183
chr12	19297183	19299183	COAD-specific NDR	19298183
chr12	19475864	19477864	COAD-specific NDR	19476864
chr12	20144509	20146509	COAD-specific NDR	20145509
chr12	20170629	20172629	COAD-specific NDR	20171629
chr12	20868184	20870184	COAD-specific NDR	20869184
chr12	20874232	20876232	COAD-specific NDR	20875232
chr12	21952107	21954107	COAD-specific NDR	21953107
chr12	21971890	21973890	COAD-specific NDR	21972890
chr12	22196079	22198079	COAD-specific NDR	22197079
chr12	25475044	25477044	COAD-specific NDR	25476044
chr12	25575546	25577546	COAD-specific NDR	25576546
chr12	25913504	25915504	COAD-specific NDR	25914504
chr12	26329415	26331415	COAD-specific NDR	26330415
chr12	26398527	26400527	COAD-specific NDR	26399527
chr12	26587162	26589162	COAD-specific NDR	26588162
chr12	26723644	26725644	COAD-specific NDR	26724644
chr12	27388617	27390617	COAD-specific NDR	27389617
chr12	27429891	27431891	COAD-specific NDR	27430891
chr12	27431947	27433947	COAD-specific NDR	27432947
chr12	27442616	27444616	COAD-specific NDR	27443616
chr12	27601129	27603129	COAD-specific NDR	27602129
chr12	27612508	27614508	COAD-specific NDR	27613508
chr12	27903864	27905864	COAD-specific NDR	27904864
chr12	28722288	28724288	COAD-specific NDR	28723288
chr12	28726874	28728874	COAD-specific NDR	28727874
chr12	28951472	28953472	COAD-specific NDR	28952472
chr12	29193726	29195726	COAD-specific NDR	29194726
chr12	29320091	29322091	COAD-specific NDR	29321091
chr12	29361128	29363128	COAD-specific NDR	29362128
chr12	29365100	29367100	COAD-specific NDR	29366100
chr12	30858484	30860484	COAD-specific NDR	30859484
chr12	30859751	30861751	COAD-specific NDR	30860751
chr12	31507594	31509594	COAD-specific NDR	31508594
chr12	31522961	31524961	COAD-specific NDR	31523961
chr12	31540833	31542833	COAD-specific NDR	31541833
chr12	31772475	31774475	COAD-specific NDR	31773475
chr12	31896487	31898487	COAD-specific NDR	31897487
chr12	32100903	32102903	COAD-specific NDR	32101903
chr12	32433086	32435086	COAD-specific NDR	32434086
chr12	32767552	32769552	COAD-specific NDR	32768552
chr12	32925825	32927825	COAD-specific NDR	32926825
chr12	33026255	33028255	COAD-specific NDR	33027255
chr12	33032005	33034005	COAD-specific NDR	33033005
chr12	33051071	33053071	COAD-specific NDR	33052071
chr12	33058486	33060486	COAD-specific NDR	33059486
chr12	39231237	39233237	COAD-specific NDR	39232237
chr12	39285083	39287083	COAD-specific NDR	39286083
chr12	39632841	39634841	COAD-specific NDR	39633841
chr12	40129312	40131312	COAD-specific NDR	40130312
chr12	40328829	40330829	COAD-specific NDR	40329829
chr12	40379673	40381673	COAD-specific NDR	40380673
chr12	40410059	40412059	COAD-specific NDR	40411059
chr12	40492542	40494542	COAD-specific NDR	40493542
chr12	41685946	41687946	COAD-specific NDR	41686946
chr12	44689527	44691527	COAD-specific NDR	44690527
chr12	45209618	45211618	COAD-specific NDR	45210618
chr12	45980877	45982877	COAD-specific NDR	45981877
chr12	46542071	46544071	COAD-specific NDR	46543071
chr12	46572716	46574716	COAD-specific NDR	46573716
chr12	47481014	47483014	COAD-specific NDR	47482014
chr12	48147753	48149753	COAD-specific NDR	48148753
chr12	48301155	48303155	COAD-specific NDR	48302155
chr12	48305563	48307563	COAD-specific NDR	48306563
chr12	48332207	48334207	COAD-specific NDR	48333207
chr12	48336541	48338541	COAD-specific NDR	48337541
chr12	48347494	48349494	COAD-specific NDR	48348494
chr12	48358561	48360561	COAD-specific NDR	48359561
chr12	49188541	49190541	COAD-specific NDR	49189541
chr12	49833019	49835019	COAD-specific NDR	49834019
chr12	50280927	50282927	COAD-specific NDR	50281927
chr12	50284460	50286460	COAD-specific NDR	50285460
chr12	50335935	50337935	COAD-specific NDR	50336935
chr12	50475586	50477586	COAD-specific NDR	50476586
chr12	50595230	50597230	COAD-specific NDR	50596230
chr12	50647394	50649394	COAD-specific NDR	50648394
chr12	50668531	50670531	COAD-specific NDR	50669531
chr12	50935344	50937344	COAD-specific NDR	50936344
chr12	50938680	50940680	COAD-specific NDR	50939680
chr12	50941828	50943828	COAD-specific NDR	50942828
chr12	51012196	51014196	COAD-specific NDR	51013196
chr12	51018308	51020308	COAD-specific NDR	51019308
chr12	51171794	51173794	COAD-specific NDR	51172794
chr12	51663628	51665628	COAD-specific NDR	51664628
chr12	51668066	51670066	COAD-specific NDR	51669066
chr12	51684815	51686815	COAD-specific NDR	51685815
chr12	51701197	51703197	COAD-specific NDR	51702197
chr12	51727856	51729856	COAD-specific NDR	51728856
chr12	51792866	51794866	COAD-specific NDR	51793866
chr12	51794010	51796010	COAD-specific NDR	51795010
chr12	51798836	51800836	COAD-specific NDR	51799836
chr12	51832293	51834293	COAD-specific NDR	51833293
chr12	52080103	52082103	COAD-specific NDR	52081103
chr12	52294362	52296362	COAD-specific NDR	52295362
chr12	52347866	52349866	COAD-specific NDR	52348866
chr12	52354701	52356701	COAD-specific NDR	52355701
chr12	52509227	52511227	COAD-specific NDR	52510227
chr12	52536526	52538526	COAD-specific NDR	52537526
chr12	52541485	52543485	COAD-specific NDR	52542485
chr12	52628954	52630954	COAD-specific NDR	52629954
chr12	53265963	53267963	COAD-specific NDR	53266963
chr12	53288358	53290358	COAD-specific NDR	53289358
chr12	53306054	53308054	COAD-specific NDR	53307054
chr12	53319067	53321067	COAD-specific NDR	53320067
chr12	53335057	53337057	COAD-specific NDR	53336057
chr12	53385975	53387975	COAD-specific NDR	53386975
chr12	53392305	53394305	COAD-specific NDR	53393305
chr12	54371902	54373902	COAD-specific NDR	54372902
chr12	55263600	55265600	COAD-specific NDR	55264600
chr12	55892782	55894782	COAD-specific NDR	55893782
chr12	56064778	56066778	COAD-specific NDR	56065778
chr12	56403082	56405082	COAD-specific NDR	56404082
chr12	56435813	56437813	COAD-specific NDR	56436813
chr12	56474812	56476812	COAD-specific NDR	56475812
chr12	56539674	56541674	COAD-specific NDR	56540674
chr12	56623459	56625459	COAD-specific NDR	56624459
chr12	57266367	57268367	COAD-specific NDR	57267367
chr12	57442902	57444902	COAD-specific NDR	57443902
chr12	57494768	57496768	COAD-specific NDR	57495768
chr12	57539873	57541873	COAD-specific NDR	57540873
chr12	57676244	57678244	COAD-specific NDR	57677244
chr12	57972660	57974660	COAD-specific NDR	57973660
chr12	58275542	58277542	COAD-specific NDR	58276542
chr12	58626804	58628804	COAD-specific NDR	58627804
chr12	58881935	58883935	COAD-specific NDR	58882935
chr12	59318111	59320111	COAD-specific NDR	59319111
chr12	59343230	59345230	COAD-specific NDR	59344230
chr12	59423434	59425434	COAD-specific NDR	59424434
chr12	59910505	59912505	COAD-specific NDR	59911505
chr12	62839700	62841700	COAD-specific NDR	62840700
chr12	63284856	63286856	COAD-specific NDR	63285856
chr12	63359383	63361383	COAD-specific NDR	63360383
chr12	63370393	63372393	COAD-specific NDR	63371393
chr12	64255255	64257255	COAD-specific NDR	64256255
chr12	65029824	65031824	COAD-specific NDR	65030824
chr12	65043691	65045691	COAD-specific NDR	65044691
chr12	65065810	65067810	COAD-specific NDR	65066810
chr12	65228877	65230877	COAD-specific NDR	65229877
chr12	65233068	65235068	COAD-specific NDR	65234068
chr12	65234291	65236291	COAD-specific NDR	65235291
chr12	65286982	65288982	COAD-specific NDR	65287982
chr12	65311262	65313262	COAD-specific NDR	65312262
chr12	65415425	65417425	COAD-specific NDR	65416425
chr12	65986241	65988241	COAD-specific NDR	65987241
chr12	66023493	66025493	COAD-specific NDR	66024493
chr12	66287705	66289705	COAD-specific NDR	66288705
chr12	66319557	66321557	COAD-specific NDR	66320557
chr12	66323012	66325012	COAD-specific NDR	66324012
chr12	66549571	66551571	COAD-specific NDR	66550571
chr12	66608523	66610523	COAD-specific NDR	66609523
chr12	67803820	67805820	COAD-specific NDR	67804820
chr12	67821426	67823426	COAD-specific NDR	67822426
chr12	67894411	67896411	COAD-specific NDR	67895411
chr12	68103584	68105584	COAD-specific NDR	68104584
chr12	68141101	68143101	COAD-specific NDR	68142101
chr12	68188264	68190264	COAD-specific NDR	68189264
chr12	68308343	68310343	COAD-specific NDR	68309343
chr12	68825613	68827613	COAD-specific NDR	68826613
chr12	69397684	69399684	COAD-specific NDR	69398684
chr12	69461384	69463384	COAD-specific NDR	69462384
chr12	69544327	69546327	COAD-specific NDR	69545327
chr12	70391871	70393871	COAD-specific NDR	70392871
chr12	70499321	70501321	COAD-specific NDR	70500321
chr12	70933974	70935974	COAD-specific NDR	70934974
chr12	70953517	70955517	COAD-specific NDR	70954517
chr12	71129693	71131693	COAD-specific NDR	71130693
chr12	71134198	71136198	COAD-specific NDR	71135198
chr12	71205084	71207084	COAD-specific NDR	71206084
chr12	71209093	71211093	COAD-specific NDR	71210093
chr12	71434460	71436460	COAD-specific NDR	71435460
chr12	71532123	71534123	COAD-specific NDR	71533123
chr12	71545809	71547809	COAD-specific NDR	71546809
chr12	71550886	71552886	COAD-specific NDR	71551886
chr12	71554528	71556528	COAD-specific NDR	71555528
chr12	71556257	71558257	COAD-specific NDR	71557257
chr12	71557802	71559802	COAD-specific NDR	71558802
chr12	71588401	71590401	COAD-specific NDR	71589401
chr12	71607476	71609476	COAD-specific NDR	71608476
chr12	72203909	72205909	COAD-specific NDR	72204909
chr12	72825188	72827188	COAD-specific NDR	72826188
chr12	75474285	75476285	COAD-specific NDR	75475285
chr12	75664614	75666614	COAD-specific NDR	75665614
chr12	76059320	76061320	COAD-specific NDR	76060320
chr12	76353002	76355002	COAD-specific NDR	76354002
chr12	76923544	76925544	COAD-specific NDR	76924544
chr12	77016878	77018878	COAD-specific NDR	77017878
chr12	77197515	77199515	COAD-specific NDR	77198515
chr12	77606348	77608348	COAD-specific NDR	77607348
chr12	78286928	78288928	COAD-specific NDR	78287928
chr12	79807143	79809143	COAD-specific NDR	79808143
chr12	79808701	79810701	COAD-specific NDR	79809701
chr12	79956320	79958320	COAD-specific NDR	79957320
chr12	80052856	80054856	COAD-specific NDR	80053856
chr12	80070630	80072630	COAD-specific NDR	80071630
chr12	81598379	81600379	COAD-specific NDR	81599379
chr12	83027725	83029725	COAD-specific NDR	83028725
chr12	83043606	83045606	COAD-specific NDR	83044606
chr12	83343360	83345360	COAD-specific NDR	83344360
chr12	87853154	87855154	COAD-specific NDR	87854154
chr12	88955059	88957059	COAD-specific NDR	88956059
chr12	88959450	88961450	COAD-specific NDR	88960450
chr12	88988693	88990693	COAD-specific NDR	88989693
chr12	88990285	88992285	COAD-specific NDR	88991285
chr12	89145169	89147169	COAD-specific NDR	89146169
chr12	89168811	89170811	COAD-specific NDR	89169811
chr12	89319017	89321017	COAD-specific NDR	89320017
chr12	89333857	89335857	COAD-specific NDR	89334857
chr12	89451392	89453392	COAD-specific NDR	89452392
chr12	89527193	89529193	COAD-specific NDR	89528193
chr12	89761324	89763324	COAD-specific NDR	89762324
chr12	89768691	89770691	COAD-specific NDR	89769691
chr12	89885845	89887845	COAD-specific NDR	89886845
chr12	89900238	89902238	COAD-specific NDR	89901238
chr12	90025711	90027711	COAD-specific NDR	90026711
chr12	90172082	90174082	COAD-specific NDR	90173082
chr12	90339488	90341488	COAD-specific NDR	90340488
chr12	90344180	90346180	COAD-specific NDR	90345180
chr12	90353636	90355636	COAD-specific NDR	90354636
chr12	90355537	90357537	COAD-specific NDR	90356537
chr12	90414837	90416837	COAD-specific NDR	90415837
