chromosome	start	end	K-specific NDR	center
chr3	41308673	41310673	LUAD-specific NDR	41309673
chr3	42254723	42256723	LUAD-specific NDR	42255723
chr3	42483270	42485270	LUAD-specific NDR	42484270
chr3	42513782	42515782	LUAD-specific NDR	42514782
chr3	42530953	42532953	LUAD-specific NDR	42531953
chr3	42739600	42741600	LUAD-specific NDR	42740600
chr3	43495899	43497899	LUAD-specific NDR	43496899
chr3	43679228	43681228	LUAD-specific NDR	43680228
chr3	43735078	43737078	LUAD-specific NDR	43736078
chr3	44404286	44406286	LUAD-specific NDR	44405286
chr3	44460982	44462982	LUAD-specific NDR	44461982
chr3	44728573	44730573	LUAD-specific NDR	44729573
chr3	44927341	44929341	LUAD-specific NDR	44928341
chr3	44980183	44982183	LUAD-specific NDR	44981183
chr3	45003659	45005659	LUAD-specific NDR	45004659
chr3	45021968	45023968	LUAD-specific NDR	45022968
chr3	45166321	45168321	LUAD-specific NDR	45167321
chr3	45616228	45618228	LUAD-specific NDR	45617228
chr3	45683482	45685482	LUAD-specific NDR	45684482
chr3	45846788	45848788	LUAD-specific NDR	45847788
chr3	46013312	46015312	LUAD-specific NDR	46014312
chr3	46019110	46021110	LUAD-specific NDR	46020110
chr3	46026946	46028946	LUAD-specific NDR	46027946
chr3	46149964	46151964	LUAD-specific NDR	46150964
chr3	46204156	46206156	LUAD-specific NDR	46205156
chr3	46255587	46257587	LUAD-specific NDR	46256587
chr3	46440881	46442881	LUAD-specific NDR	46441881
chr3	46446038	46448038	LUAD-specific NDR	46447038
chr3	46452546	46454546	LUAD-specific NDR	46453546
chr3	46463280	46465280	LUAD-specific NDR	46464280
chr3	47059849	47061849	LUAD-specific NDR	47060849
chr3	47184620	47186620	LUAD-specific NDR	47185620
chr3	47425713	47427713	LUAD-specific NDR	47426713
chr3	47744544	47746544	LUAD-specific NDR	47745544
chr3	48195689	48197689	LUAD-specific NDR	48196689
chr3	48805987	48807987	LUAD-specific NDR	48806987
chr3	49258621	49260621	LUAD-specific NDR	49259621
chr3	49369815	49371815	LUAD-specific NDR	49370815
chr3	49438394	49440394	LUAD-specific NDR	49439394
chr3	49639731	49641731	LUAD-specific NDR	49640731
chr3	50482481	50484481	LUAD-specific NDR	50483481
chr3	50483909	50485909	LUAD-specific NDR	50484909
chr3	50620523	50622523	LUAD-specific NDR	50621523
chr3	50707875	50709875	LUAD-specific NDR	50708875
chr3	51708363	51710363	LUAD-specific NDR	51709363
chr3	52105207	52107207	LUAD-specific NDR	52106207
chr3	52210389	52212389	LUAD-specific NDR	52211389
chr3	52227713	52229713	LUAD-specific NDR	52228713
chr3	52238988	52240988	LUAD-specific NDR	52239988
chr3	52301252	52303252	LUAD-specific NDR	52302252
chr3	52540573	52542573	LUAD-specific NDR	52541573
chr3	52785293	52787293	LUAD-specific NDR	52786293
chr3	53188848	53190848	LUAD-specific NDR	53189848
chr3	53273095	53275095	LUAD-specific NDR	53274095
chr3	53285702	53287702	LUAD-specific NDR	53286702
chr3	53340061	53342061	LUAD-specific NDR	53341061
chr3	53603991	53605991	LUAD-specific NDR	53604991
chr3	53663867	53665867	LUAD-specific NDR	53664867
chr3	53741144	53743144	LUAD-specific NDR	53742144
chr3	53797588	53799588	LUAD-specific NDR	53798588
chr3	55724356	55726356	LUAD-specific NDR	55725356
chr3	55741420	55743420	LUAD-specific NDR	55742420
chr3	55783808	55785808	LUAD-specific NDR	55784808
chr3	55828915	55830915	LUAD-specific NDR	55829915
chr3	55927831	55929831	LUAD-specific NDR	55928831
chr3	56855797	56857797	LUAD-specific NDR	56856797
chr3	57116822	57118822	LUAD-specific NDR	57117822
chr3	57711307	57713307	LUAD-specific NDR	57712307
chr3	58096812	58098812	LUAD-specific NDR	58097812
chr3	58166059	58168059	LUAD-specific NDR	58167059
chr3	58751849	58753849	LUAD-specific NDR	58752849
chr3	59635744	59637744	LUAD-specific NDR	59636744
chr3	59649292	59651292	LUAD-specific NDR	59650292
chr3	59662987	59664987	LUAD-specific NDR	59663987
chr3	59824213	59826213	LUAD-specific NDR	59825213
chr3	60607306	60609306	LUAD-specific NDR	60608306
chr3	61099154	61101154	LUAD-specific NDR	61100154
chr3	61639831	61641831	LUAD-specific NDR	61640831
chr3	61859949	61861949	LUAD-specific NDR	61860949
chr3	61950262	61952262	LUAD-specific NDR	61951262
chr3	62310803	62312803	LUAD-specific NDR	62311803
chr3	62567638	62569638	LUAD-specific NDR	62568638
chr3	62589158	62591158	LUAD-specific NDR	62590158
chr3	62592488	62594488	LUAD-specific NDR	62593488
chr3	63372377	63374377	LUAD-specific NDR	63373377
chr3	63922519	63924519	LUAD-specific NDR	63923519
chr3	63949589	63951589	LUAD-specific NDR	63950589
chr3	64746633	64748633	LUAD-specific NDR	64747633
chr3	64809497	64811497	LUAD-specific NDR	64810497
chr3	65938220	65940220	LUAD-specific NDR	65939220
chr3	65949051	65951051	LUAD-specific NDR	65950051
chr3	65981568	65983568	LUAD-specific NDR	65982568
chr3	66468062	66470062	LUAD-specific NDR	66469062
chr3	66512670	66514670	LUAD-specific NDR	66513670
chr3	66526614	66528614	LUAD-specific NDR	66527614
chr3	67697003	67699003	LUAD-specific NDR	67698003
chr3	68747835	68749835	LUAD-specific NDR	68748835
chr3	69426511	69428511	LUAD-specific NDR	69427511
chr3	69449061	69451061	LUAD-specific NDR	69450061
chr3	69818509	69820509	LUAD-specific NDR	69819509
chr3	69833352	69835352	LUAD-specific NDR	69834352
chr3	69839439	69841439	LUAD-specific NDR	69840439
chr3	70930555	70932555	LUAD-specific NDR	70931555
chr3	71300765	71302765	LUAD-specific NDR	71301765
chr3	72191543	72193543	LUAD-specific NDR	72192543
chr3	72536812	72538812	LUAD-specific NDR	72537812
chr3	72741443	72743443	LUAD-specific NDR	72742443
chr3	72771229	72773229	LUAD-specific NDR	72772229
chr3	72772424	72774424	LUAD-specific NDR	72773424
chr3	75410470	75412470	LUAD-specific NDR	75411470
chr3	75441579	75443579	LUAD-specific NDR	75442579
chr3	77873652	77875652	LUAD-specific NDR	77874652
chr3	81358809	81360809	LUAD-specific NDR	81359809
chr3	81838454	81840454	LUAD-specific NDR	81839454
chr3	85102969	85104969	LUAD-specific NDR	85103969
chr3	87381712	87383712	LUAD-specific NDR	87382712
chr3	87418413	87420413	LUAD-specific NDR	87419413
chr3	87491484	87493484	LUAD-specific NDR	87492484
chr3	88331268	88333268	LUAD-specific NDR	88332268
chr3	88659180	88661180	LUAD-specific NDR	88660180
chr3	93746495	93748495	LUAD-specific NDR	93747495
chr3	94366827	94368827	LUAD-specific NDR	94367827
chr3	94696293	94698293	LUAD-specific NDR	94697293
chr3	94872778	94874778	LUAD-specific NDR	94873778
chr3	97533612	97535612	LUAD-specific NDR	97534612
chr3	97600916	97602916	LUAD-specific NDR	97601916
chr3	97670309	97672309	LUAD-specific NDR	97671309
chr3	97776171	97778171	LUAD-specific NDR	97777171
chr3	97869309	97871309	LUAD-specific NDR	97870309
chr3	98231244	98233244	LUAD-specific NDR	98232244
chr3	98316241	98318241	LUAD-specific NDR	98317241
chr3	98369219	98371219	LUAD-specific NDR	98370219
chr3	99357635	99359635	LUAD-specific NDR	99358635
chr3	99638937	99640937	LUAD-specific NDR	99639937
chr3	99643702	99645702	LUAD-specific NDR	99644702
chr3	99649073	99651073	LUAD-specific NDR	99650073
chr3	99806846	99808846	LUAD-specific NDR	99807846
chr3	99817685	99819685	LUAD-specific NDR	99818685
chr3	100384683	100386683	LUAD-specific NDR	100385683
chr3	100562084	100564084	LUAD-specific NDR	100563084
chr3	100582888	100584888	LUAD-specific NDR	100583888
chr3	100934710	100936710	LUAD-specific NDR	100935710
chr3	100988185	100990185	LUAD-specific NDR	100989185
chr3	101236420	101238420	LUAD-specific NDR	101237420
chr3	101237709	101239709	LUAD-specific NDR	101238709
chr3	101410011	101412011	LUAD-specific NDR	101411011
chr3	101419017	101421017	LUAD-specific NDR	101420017
chr3	101421210	101423210	LUAD-specific NDR	101422210
chr3	101422444	101424444	LUAD-specific NDR	101423444
chr3	101584123	101586123	LUAD-specific NDR	101585123
chr3	101640106	101642106	LUAD-specific NDR	101641106
chr3	101668665	101670665	LUAD-specific NDR	101669665
chr3	101725169	101727169	LUAD-specific NDR	101726169
chr3	101797495	101799495	LUAD-specific NDR	101798495
chr3	105324112	105326112	LUAD-specific NDR	105325112
chr3	105887037	105889037	LUAD-specific NDR	105888037
chr3	106063349	106065349	LUAD-specific NDR	106064349
chr3	106349434	106351434	LUAD-specific NDR	106350434
chr3	107134182	107136182	LUAD-specific NDR	107135182
chr3	107717480	107719480	LUAD-specific NDR	107718480
chr3	107719483	107721483	LUAD-specific NDR	107720483
chr3	107735573	107737573	LUAD-specific NDR	107736573
chr3	107740425	107742425	LUAD-specific NDR	107741425
chr3	107771144	107773144	LUAD-specific NDR	107772144
chr3	107854142	107856142	LUAD-specific NDR	107855142
chr3	107855184	107857184	LUAD-specific NDR	107856184
chr3	107926803	107928803	LUAD-specific NDR	107927803
chr3	108000973	108002973	LUAD-specific NDR	108001973
chr3	108037436	108039436	LUAD-specific NDR	108038436
chr3	108105125	108107125	LUAD-specific NDR	108106125
chr3	108128430	108130430	LUAD-specific NDR	108129430
chr3	109250903	109252903	LUAD-specific NDR	109251903
chr3	109452392	109454392	LUAD-specific NDR	109453392
chr3	109844188	109846188	LUAD-specific NDR	109845188
chr3	109857005	109859005	LUAD-specific NDR	109858005
chr3	109990594	109992594	LUAD-specific NDR	109991594
chr3	110397283	110399283	LUAD-specific NDR	110398283
chr3	111266837	111268837	LUAD-specific NDR	111267837
chr3	111300164	111302164	LUAD-specific NDR	111301164
chr3	111453439	111455439	LUAD-specific NDR	111454439
chr3	112282612	112284612	LUAD-specific NDR	112283612
chr3	112491876	112493876	LUAD-specific NDR	112492876
chr3	112519686	112521686	LUAD-specific NDR	112520686
chr3	112772579	112774579	LUAD-specific NDR	112773579
chr3	112774275	112776275	LUAD-specific NDR	112775275
chr3	113203302	113205302	LUAD-specific NDR	113204302
chr3	113254796	113256796	LUAD-specific NDR	113255796
chr3	113357007	113359007	LUAD-specific NDR	113358007
chr3	114037458	114039458	LUAD-specific NDR	114038458
chr3	115561268	115563268	LUAD-specific NDR	115562268
chr3	115693439	115695439	LUAD-specific NDR	115694439
chr3	116970308	116972308	LUAD-specific NDR	116971308
chr3	118802770	118804770	LUAD-specific NDR	118803770
chr3	120009597	120011597	LUAD-specific NDR	120010597
chr3	120281466	120283466	LUAD-specific NDR	120282466
chr3	120354990	120356990	LUAD-specific NDR	120355990
chr3	121660448	121662448	LUAD-specific NDR	121661448
chr3	122083573	122085573	LUAD-specific NDR	122084573
chr3	122304149	122306149	LUAD-specific NDR	122305149
chr3	122335319	122337319	LUAD-specific NDR	122336319
chr3	122338226	122340226	LUAD-specific NDR	122339226
chr3	122387332	122389332	LUAD-specific NDR	122388332
chr3	122389592	122391592	LUAD-specific NDR	122390592
chr3	122401072	122403072	LUAD-specific NDR	122402072
chr3	122993797	122995797	LUAD-specific NDR	122994797
chr3	123258137	123260137	LUAD-specific NDR	123259137
chr3	123320328	123322328	LUAD-specific NDR	123321328
chr3	123450454	123452454	LUAD-specific NDR	123451454
chr3	123670099	123672099	LUAD-specific NDR	123671099
chr3	124239105	124241105	LUAD-specific NDR	124240105
chr3	124305109	124307109	LUAD-specific NDR	124306109
chr3	124465064	124467064	LUAD-specific NDR	124466064
chr3	124532636	124534636	LUAD-specific NDR	124533636
chr3	124882263	124884263	LUAD-specific NDR	124883263
chr3	125365264	125367264	LUAD-specific NDR	125366264
chr3	125369380	125371380	LUAD-specific NDR	125370380
chr3	125641361	125643361	LUAD-specific NDR	125642361
chr3	125782904	125784904	LUAD-specific NDR	125783904
chr3	125799743	125801743	LUAD-specific NDR	125800743
chr3	126011753	126013753	LUAD-specific NDR	126012753
chr3	126070896	126072896	LUAD-specific NDR	126071896
chr3	126187468	126189468	LUAD-specific NDR	126188468
chr3	126464522	126466522	LUAD-specific NDR	126465522
chr3	126635293	126637293	LUAD-specific NDR	126636293
chr3	127022129	127024129	LUAD-specific NDR	127023129
chr3	127117216	127119216	LUAD-specific NDR	127118216
chr3	127130242	127132242	LUAD-specific NDR	127131242
chr3	127260513	127262513	LUAD-specific NDR	127261513
chr3	127464750	127466750	LUAD-specific NDR	127465750
chr3	127534213	127536213	LUAD-specific NDR	127535213
chr3	127535520	127537520	LUAD-specific NDR	127536520
chr3	127679940	127681940	LUAD-specific NDR	127680940
chr3	127682087	127684087	LUAD-specific NDR	127683087
chr3	127729240	127731240	LUAD-specific NDR	127730240
chr3	127992842	127994842	LUAD-specific NDR	127993842
chr3	128078676	128080676	LUAD-specific NDR	128079676
chr3	128421674	128423674	LUAD-specific NDR	128422674
chr3	128427835	128429835	LUAD-specific NDR	128428835
chr3	128897391	128899391	LUAD-specific NDR	128898391
chr3	128929893	128931893	LUAD-specific NDR	128930893
chr3	129054348	129056348	LUAD-specific NDR	129055348
chr3	129359622	129361622	LUAD-specific NDR	129360622
chr3	129363282	129365282	LUAD-specific NDR	129364282
chr3	129812598	129814598	LUAD-specific NDR	129813598
chr3	130059396	130061396	LUAD-specific NDR	130060396
chr3	130160362	130162362	LUAD-specific NDR	130161362
chr3	131441336	131443336	LUAD-specific NDR	131442336
chr3	131451124	131453124	LUAD-specific NDR	131452124
chr3	132536302	132538302	LUAD-specific NDR	132537302
chr3	133101191	133103191	LUAD-specific NDR	133102191
chr3	133518234	133520234	LUAD-specific NDR	133519234
chr3	133661618	133663618	LUAD-specific NDR	133662618
chr3	133721044	133723044	LUAD-specific NDR	133722044
chr3	133851053	133853053	LUAD-specific NDR	133852053
chr3	134027970	134029970	LUAD-specific NDR	134028970
chr3	134054620	134056620	LUAD-specific NDR	134055620
chr3	134099910	134101910	LUAD-specific NDR	134100910
chr3	134345874	134347874	LUAD-specific NDR	134346874
chr3	134718504	134720504	LUAD-specific NDR	134719504
chr3	134731628	134733628	LUAD-specific NDR	134732628
chr3	134735568	134737568	LUAD-specific NDR	134736568
chr3	134915309	134917309	LUAD-specific NDR	134916309
chr3	135626256	135628256	LUAD-specific NDR	135627256
chr3	135832520	135834520	LUAD-specific NDR	135833520
chr3	135860604	135862604	LUAD-specific NDR	135861604
chr3	135897808	135899808	LUAD-specific NDR	135898808
chr3	135905941	135907941	LUAD-specific NDR	135906941
chr3	136343203	136345203	LUAD-specific NDR	136344203
chr3	136409368	136411368	LUAD-specific NDR	136410368
chr3	136465219	136467219	LUAD-specific NDR	136466219
chr3	136673865	136675865	LUAD-specific NDR	136674865
chr3	136802613	136804613	LUAD-specific NDR	136803613
chr3	138158176	138160176	LUAD-specific NDR	138159176
chr3	138188008	138190008	LUAD-specific NDR	138189008
chr3	138192138	138194138	LUAD-specific NDR	138193138
chr3	138279510	138281510	LUAD-specific NDR	138280510
chr3	138281398	138283398	LUAD-specific NDR	138282398
chr3	138306478	138308478	LUAD-specific NDR	138307478
chr3	138404845	138406845	LUAD-specific NDR	138405845
chr3	140106582	140108582	LUAD-specific NDR	140107582
chr3	140121570	140123570	LUAD-specific NDR	140122570
chr3	140865695	140867695	LUAD-specific NDR	140866695
chr3	141039110	141041110	LUAD-specific NDR	141040110
chr3	141141008	141143008	LUAD-specific NDR	141142008
chr3	141195343	141197343	LUAD-specific NDR	141196343
chr3	141795944	141797944	LUAD-specific NDR	141796944
chr3	141835163	141837163	LUAD-specific NDR	141836163
chr3	142568339	142570339	LUAD-specific NDR	142569339
chr3	142816429	142818429	LUAD-specific NDR	142817429
chr3	142876080	142878080	LUAD-specific NDR	142877080
chr3	143320179	143322179	LUAD-specific NDR	143321179
chr3	143514011	143516011	LUAD-specific NDR	143515011
chr3	146220464	146222464	LUAD-specific NDR	146221464
chr3	146235073	146237073	LUAD-specific NDR	146236073
chr3	147779549	147781549	LUAD-specific NDR	147780549
chr3	148965377	148967377	LUAD-specific NDR	148966377
chr3	149084097	149086097	LUAD-specific NDR	149085097
chr3	149103519	149105519	LUAD-specific NDR	149104519
chr3	149105080	149107080	LUAD-specific NDR	149106080
chr3	149120422	149122422	LUAD-specific NDR	149121422
chr3	149343684	149345684	LUAD-specific NDR	149344684
chr3	149405108	149407108	LUAD-specific NDR	149406108
chr3	150029027	150031027	LUAD-specific NDR	150030027
chr3	150031514	150033514	LUAD-specific NDR	150032514
chr3	150034439	150036439	LUAD-specific NDR	150035439
chr3	150044794	150046794	LUAD-specific NDR	150045794
chr3	150082302	150084302	LUAD-specific NDR	150083302
chr3	150252184	150254184	LUAD-specific NDR	150253184
chr3	150255845	150257845	LUAD-specific NDR	150256845
chr3	150305015	150307015	LUAD-specific NDR	150306015
chr3	150468929	150470929	LUAD-specific NDR	150469929
chr3	151507036	151509036	LUAD-specific NDR	151508036
chr3	151688701	151690701	LUAD-specific NDR	151689701
chr3	151739127	151741127	LUAD-specific NDR	151740127
chr3	151743121	151745121	LUAD-specific NDR	151744121
chr3	151768931	151770931	LUAD-specific NDR	151769931
chr3	152024880	152026880	LUAD-specific NDR	152025880
chr3	152105637	152107637	LUAD-specific NDR	152106637
chr3	152769109	152771109	LUAD-specific NDR	152770109
chr3	152795813	152797813	LUAD-specific NDR	152796813
chr3	152820545	152822545	LUAD-specific NDR	152821545
chr3	153059412	153061412	LUAD-specific NDR	153060412
chr3	153061396	153063396	LUAD-specific NDR	153062396
chr3	153072520	153074520	LUAD-specific NDR	153073520
chr3	153806430	153808430	LUAD-specific NDR	153807430
chr3	153822201	153824201	LUAD-specific NDR	153823201
chr3	153862049	153864049	LUAD-specific NDR	153863049
chr3	153868945	153870945	LUAD-specific NDR	153869945
chr3	154072898	154074898	LUAD-specific NDR	154073898
chr3	154569460	154571460	LUAD-specific NDR	154570460
chr3	154736419	154738419	LUAD-specific NDR	154737419
chr3	154999542	155001542	LUAD-specific NDR	155000542
chr3	155000661	155002661	LUAD-specific NDR	155001661
chr3	155214912	155216912	LUAD-specific NDR	155215912
chr3	155348286	155350286	LUAD-specific NDR	155349286
chr3	155378777	155380777	LUAD-specific NDR	155379777
chr3	155419709	155421709	LUAD-specific NDR	155420709
chr3	155454811	155456811	LUAD-specific NDR	155455811
chr3	156052136	156054136	LUAD-specific NDR	156053136
chr3	156322581	156324581	LUAD-specific NDR	156323581
chr3	156327134	156329134	LUAD-specific NDR	156328134
chr3	156329096	156331096	LUAD-specific NDR	156330096
chr3	156332798	156334798	LUAD-specific NDR	156333798
chr3	156343078	156345078	LUAD-specific NDR	156344078
chr3	156411467	156413467	LUAD-specific NDR	156412467
chr3	156428027	156430027	LUAD-specific NDR	156429027
chr3	156816311	156818311	LUAD-specific NDR	156817311
chr3	156839020	156841020	LUAD-specific NDR	156840020
chr3	156842027	156844027	LUAD-specific NDR	156843027
chr3	157208146	157210146	LUAD-specific NDR	157209146
chr3	157231500	157233500	LUAD-specific NDR	157232500
chr3	157299589	157301589	LUAD-specific NDR	157300589
chr3	158173182	158175182	LUAD-specific NDR	158174182
chr3	158359746	158361746	LUAD-specific NDR	158360746
chr3	158886779	158888779	LUAD-specific NDR	158887779
chr3	158892084	158894084	LUAD-specific NDR	158893084
chr3	159130290	159132290	LUAD-specific NDR	159131290
chr3	159344674	159346674	LUAD-specific NDR	159345674
chr3	159346672	159348672	LUAD-specific NDR	159347672
chr3	159349118	159351118	LUAD-specific NDR	159350118
chr3	159351480	159353480	LUAD-specific NDR	159352480
chr3	159354898	159356898	LUAD-specific NDR	159355898
chr3	159735986	159737986	LUAD-specific NDR	159736986
chr3	159744472	159746472	LUAD-specific NDR	159745472
chr3	159834019	159836019	LUAD-specific NDR	159835019
chr3	159847934	159849934	LUAD-specific NDR	159848934
chr3	159851471	159853471	LUAD-specific NDR	159852471
chr3	160088447	160090447	LUAD-specific NDR	160089447
chr3	161205357	161207357	LUAD-specific NDR	161206357
chr3	161268634	161270634	LUAD-specific NDR	161269634
chr3	161317203	161319203	LUAD-specific NDR	161318203
chr3	161607128	161609128	LUAD-specific NDR	161608128
chr3	161888955	161890955	LUAD-specific NDR	161889955
chr3	162286327	162288327	LUAD-specific NDR	162287327
chr3	164950454	164952454	LUAD-specific NDR	164951454
chr3	166546866	166548866	LUAD-specific NDR	166547866
chr3	167819705	167821705	LUAD-specific NDR	167820705
chr3	167833997	167835997	LUAD-specific NDR	167834997
chr3	167903569	167905569	LUAD-specific NDR	167904569
chr3	168133998	168135998	LUAD-specific NDR	168134998
chr3	168673038	168675038	LUAD-specific NDR	168674038
chr3	168821558	168823558	LUAD-specific NDR	168822558
chr3	168886336	168888336	LUAD-specific NDR	168887336
chr3	168890270	168892270	LUAD-specific NDR	168891270
chr3	168985376	168987376	LUAD-specific NDR	168986376
chr3	169003173	169005173	LUAD-specific NDR	169004173
chr3	169005552	169007552	LUAD-specific NDR	169006552
chr3	169038479	169040479	LUAD-specific NDR	169039479
chr3	169340978	169342978	LUAD-specific NDR	169341978
chr3	169344770	169346770	LUAD-specific NDR	169345770
chr3	169374433	169376433	LUAD-specific NDR	169375433
chr3	169665957	169667957	LUAD-specific NDR	169666957
chr3	169742146	169744146	LUAD-specific NDR	169743146
chr3	169950420	169952420	LUAD-specific NDR	169951420
chr3	170024883	170026883	LUAD-specific NDR	170025883
chr3	170772693	170774693	LUAD-specific NDR	170773693
chr3	170785596	170787596	LUAD-specific NDR	170786596
chr3	171051436	171053436	LUAD-specific NDR	171052436
chr3	171052634	171054634	LUAD-specific NDR	171053634
chr3	171132099	171134099	LUAD-specific NDR	171133099
chr3	171245042	171247042	LUAD-specific NDR	171246042
chr3	171592847	171594847	LUAD-specific NDR	171593847
chr3	171820719	171822719	LUAD-specific NDR	171821719
chr3	171996243	171998243	LUAD-specific NDR	171997243
chr3	172184248	172186248	LUAD-specific NDR	172185248
chr3	172408377	172410377	LUAD-specific NDR	172409377
chr3	174567848	174569848	LUAD-specific NDR	174568848
chr3	174580454	174582454	LUAD-specific NDR	174581454
chr3	174625032	174627032	LUAD-specific NDR	174626032
chr3	174690468	174692468	LUAD-specific NDR	174691468
chr3	174787899	174789899	LUAD-specific NDR	174788899
chr3	174828104	174830104	LUAD-specific NDR	174829104
chr3	174867825	174869825	LUAD-specific NDR	174868825
chr3	174880750	174882750	LUAD-specific NDR	174881750
chr3	174896107	174898107	LUAD-specific NDR	174897107
chr3	174904581	174906581	LUAD-specific NDR	174905581
chr3	174929850	174931850	LUAD-specific NDR	174930850
chr3	174975780	174977780	LUAD-specific NDR	174976780
chr3	176484415	176486415	LUAD-specific NDR	176485415
chr3	176585259	176587259	LUAD-specific NDR	176586259
chr3	176704899	176706899	LUAD-specific NDR	176705899
chr3	177001387	177003387	LUAD-specific NDR	177002387
chr3	177164959	177166959	LUAD-specific NDR	177165959
chr3	177166595	177168595	LUAD-specific NDR	177167595
chr3	177238321	177240321	LUAD-specific NDR	177239321
chr3	177291250	177293250	LUAD-specific NDR	177292250
chr3	177306831	177308831	LUAD-specific NDR	177307831
chr3	177382368	177384368	LUAD-specific NDR	177383368
chr3	177393872	177395872	LUAD-specific NDR	177394872
chr3	178618268	178620268	LUAD-specific NDR	178619268
chr3	178944353	178946353	LUAD-specific NDR	178945353
chr3	179361348	179363348	LUAD-specific NDR	179362348
chr3	179382087	179384087	LUAD-specific NDR	179383087
chr3	179383443	179385443	LUAD-specific NDR	179384443
chr3	179390562	179392562	LUAD-specific NDR	179391562
chr3	179448570	179450570	LUAD-specific NDR	179449570
chr3	179449863	179451863	LUAD-specific NDR	179450863
chr3	179765868	179767868	LUAD-specific NDR	179766868
chr3	181472967	181474967	LUAD-specific NDR	181473967
chr3	181541942	181543942	LUAD-specific NDR	181542942
chr3	181568009	181570009	LUAD-specific NDR	181569009
chr3	181572850	181574850	LUAD-specific NDR	181573850
chr3	181873312	181875312	LUAD-specific NDR	181874312
chr3	181882274	181884274	LUAD-specific NDR	181883274
chr3	182326476	182328476	LUAD-specific NDR	182327476
chr3	182606989	182608989	LUAD-specific NDR	182607989
chr3	182848191	182850191	LUAD-specific NDR	182849191
chr3	182851866	182853866	LUAD-specific NDR	182852866
chr3	182869057	182871057	LUAD-specific NDR	182870057
chr3	183013893	183015893	LUAD-specific NDR	183014893
chr3	183095058	183097058	LUAD-specific NDR	183096058
chr3	183154684	183156684	LUAD-specific NDR	183155684
chr3	183250798	183252798	LUAD-specific NDR	183251798
chr3	183346557	183348557	LUAD-specific NDR	183347557
chr3	183756398	183758398	LUAD-specific NDR	183757398
chr3	184058881	184060881	LUAD-specific NDR	184059881
chr3	184352237	184354237	LUAD-specific NDR	184353237
chr3	184362296	184364296	LUAD-specific NDR	184363296
chr3	185082285	185084285	LUAD-specific NDR	185083285
chr3	185254353	185256353	LUAD-specific NDR	185255353
chr3	185264170	185266170	LUAD-specific NDR	185265170
chr3	185277167	185279167	LUAD-specific NDR	185278167
chr3	185278875	185280875	LUAD-specific NDR	185279875
chr3	185513568	185515568	LUAD-specific NDR	185514568
chr3	185834621	185836621	LUAD-specific NDR	185835621
chr3	185934722	185936722	LUAD-specific NDR	185935722
chr3	185953622	185955622	LUAD-specific NDR	185954622
chr3	186313933	186315933	LUAD-specific NDR	186314933
chr3	186386725	186388725	LUAD-specific NDR	186387725
chr3	186469920	186471920	LUAD-specific NDR	186470920
chr3	186477277	186479277	LUAD-specific NDR	186478277
chr3	186657995	186659995	LUAD-specific NDR	186658995
chr3	186662370	186664370	LUAD-specific NDR	186663370
chr3	186903757	186905757	LUAD-specific NDR	186904757
chr3	186925181	186927181	LUAD-specific NDR	186926181
chr3	187500027	187502027	LUAD-specific NDR	187501027
chr3	187896391	187898391	LUAD-specific NDR	187897391
chr3	187929219	187931219	LUAD-specific NDR	187930219
chr3	187936088	187938088	LUAD-specific NDR	187937088
chr3	187949642	187951642	LUAD-specific NDR	187950642
chr3	188227415	188229415	LUAD-specific NDR	188228415
chr3	188477389	188479389	LUAD-specific NDR	188478389
chr3	188489867	188491867	LUAD-specific NDR	188490867
chr3	188585859	188587859	LUAD-specific NDR	188586859
chr3	188653585	188655585	LUAD-specific NDR	188654585
chr3	188884034	188886034	LUAD-specific NDR	188885034
chr3	188912248	188914248	LUAD-specific NDR	188913248
chr3	189033258	189035258	LUAD-specific NDR	189034258
chr3	189034875	189036875	LUAD-specific NDR	189035875
chr3	189280821	189282821	LUAD-specific NDR	189281821
chr3	189289248	189291248	LUAD-specific NDR	189290248
chr3	189402841	189404841	LUAD-specific NDR	189403841
chr3	189416859	189418859	LUAD-specific NDR	189417859
chr3	189661415	189663415	LUAD-specific NDR	189662415
chr3	189781135	189783135	LUAD-specific NDR	189782135
chr3	189848272	189850272	LUAD-specific NDR	189849272
chr3	189982679	189984679	LUAD-specific NDR	189983679
chr3	190411593	190413593	LUAD-specific NDR	190412593
chr3	190445814	190447814	LUAD-specific NDR	190446814
chr3	191104373	191106373	LUAD-specific NDR	191105373
chr3	193113789	193115789	LUAD-specific NDR	193114789
chr3	193216249	193218249	LUAD-specific NDR	193217249
chr3	193226160	193228160	LUAD-specific NDR	193227160
chr3	193508604	193510604	LUAD-specific NDR	193509604
chr3	193545528	193547528	LUAD-specific NDR	193546528
chr3	193595436	193597436	LUAD-specific NDR	193596436
chr3	193602771	193604771	LUAD-specific NDR	193603771
chr3	193626369	193628369	LUAD-specific NDR	193627369
chr3	193663796	193665796	LUAD-specific NDR	193664796
chr3	194327469	194329469	LUAD-specific NDR	194328469
chr3	194460725	194462725	LUAD-specific NDR	194461725
chr3	194825188	194827188	LUAD-specific NDR	194826188
chr3	195463790	195465790	LUAD-specific NDR	195464790
chr3	195530491	195532491	LUAD-specific NDR	195531491
chr3	195533813	195535813	LUAD-specific NDR	195534813
chr3	195537866	195539866	LUAD-specific NDR	195538866
chr3	195547447	195549447	LUAD-specific NDR	195548447
